monthly_charge,city,longitude,latitude,zip_code,number_of_referrals,age,tenure_in_months,total_long_distance_charges,total_revenue,avg_monthly_long_distance_charges,total_charges,avg_monthly_gb_download,contract,number_of_dependents,payment_method,engagement_score,num_addon_services,offer,total_extra_data_charges,paperless_billing,total_refunds,multiple_lines,customer_status
81.4,Bodega Bay,-123.037957,38.377165,94923,6,64,52,2149.68,6504.13,41,4354.45,24.0,One Year,0,Credit Card,8,4,Offer B,0,Yes,0.0,Yes,0
50.55,Challenge,-121.195825,39.461768,95925,1,44,67,3142.3,6574.05,46,3431.75,28.0,One Year,3,Credit Card,2,1,Offer A,0,No,0.0,No,0
81.05,Ludlow,-116.093376,34.702766,92338,1,58,28,471.8,2698.9,16,2227.1,13.0,Month-to-Month,0,Bank Withdrawal,3,0,Offer C,0,Yes,0.0,No,1
62.45,Santa Clara,-121.98469,37.348129,95051,9,29,32,1064.96,3110.51,33,2045.55,51.0,Month-to-Month,1,Bank Withdrawal,5,2,Offer C,0,No,0.0,Yes,0
75.2,Perris,-117.201666,33.828289,92571,2,80,27,189.54,2118.89,7,1929.35,25.0,Month-to-Month,0,Bank Withdrawal,2,1,No Offer,0,Yes,0.0,No,1
90.4,Fortuna,-124.121504,40.584991,95540,0,22,3,94.44,362.89,31,268.45,73.0,Month-to-Month,0,Bank Withdrawal,5,2,No Offer,0,No,0.0,No,0
85.65,San Diego,-117.209774,32.85723,92122,0,22,2,80.86,262.36,40,181.5,27.0,Month-to-Month,0,Bank Withdrawal,4,0,Offer E,0,Yes,0.0,Yes,1
72.9,San Dimas,-117.815532,34.102119,91773,0,50,9,319.41,970.81,35,651.4,11.0,Month-to-Month,2,Credit Card,6,2,No Offer,0,Yes,0.0,No,1
70.5,Rescue,-120.991237,38.724322,95672,10,53,50,2224.5,5711.15,44,3486.65,28.0,Two Year,2,Credit Card,5,2,Offer B,0,Yes,0.0,Yes,0
20.1,Clio,-120.580882,39.745805,96106,1,45,71,2203.13,3592.73,31,1389.6,0.0,Two Year,2,Bank Withdrawal,0,0,No Offer,0,No,0.0,No,0
74.9,San Diego,-117.209774,32.85723,92122,2,76,32,1514.88,3818.23,47,2303.35,10.0,Month-to-Month,0,Bank Withdrawal,2,0,Offer C,0,Yes,0.0,Yes,1
100.7,Lotus,-120.916997,38.815515,95651,10,57,16,436.32,1959.02,27,1522.7,76.0,Month-to-Month,3,Bank Withdrawal,6,2,Offer D,0,No,0.0,No,0
105.65,San Marcos,-117.166036,33.119028,92078,8,45,67,1191.93,7909.83,17,6717.9,22.0,Two Year,3,Bank Withdrawal,7,2,Offer A,0,Yes,0.0,Yes,0
114.3,Lompoc,-120.382917,34.601055,93436,1,43,72,1147.68,9206.23,15,8058.55,13.0,Two Year,1,Credit Card,9,4,No Offer,0,Yes,0.0,Yes,0
19.75,Pilot Hill,-121.043799,38.803731,95664,0,41,3,73.89,132.74,24,58.85,0.0,Month-to-Month,0,Bank Withdrawal,0,0,Offer E,0,No,0.0,No,1
24.35,San Francisco,-122.411004,37.802071,94133,1,22,23,1104.46,1642.96,48,538.5,0.0,One Year,3,Credit Card,1,0,No Offer,0,No,0.0,Yes,0
69.85,Mission Hills,-118.459744,34.266389,91345,1,62,72,2042.64,7119.75,28,5102.35,18.0,Two Year,2,Bank Withdrawal,6,4,No Offer,0,No,25.24,Yes,0
-3.0,Los Angeles,-118.149953,33.994524,90040,9,21,7,0.0,465.7,0,465.7,47.0,Month-to-Month,2,Credit Card,7,3,Offer E,0,No,0.0,No,0
54.4,Harbor City,-118.300237,33.798266,90710,10,49,8,12.48,487.58,1,475.1,57.0,Month-to-Month,3,Bank Withdrawal,2,0,Offer E,0,Yes,0.0,No,0
50.55,San Francisco,-122.408653,37.791998,94108,9,33,66,0.0,3474.55,0,3364.55,23.0,Two Year,4,Bank Withdrawal,5,1,Offer A,110,No,0.0,No,0
21.05,Inglewood,-118.358634,33.956445,90301,0,30,5,171.3,285.15,34,113.85,0.0,Month-to-Month,0,Credit Card,0,0,Offer E,0,No,0.0,No,1
103.7,Los Angeles,-118.266293,34.039224,90015,0,38,49,2172.17,7208.47,44,5036.3,11.0,Month-to-Month,1,Bank Withdrawal,7,2,No Offer,0,Yes,0.0,Yes,1
19.95,Pescadero,-122.297533,37.22565,94060,2,56,63,2416.68,3651.48,38,1234.8,0.0,Two Year,0,Bank Withdrawal,0,0,Offer B,0,Yes,0.0,No,0
29.3,Aromas,-121.629781,36.878364,95004,1,70,12,0.0,355.9,0,355.9,14.0,Month-to-Month,1,Mailed Check,2,1,Offer D,0,Yes,0.0,No,0
54.75,Badger,-118.924982,36.64545,93603,5,54,27,977.13,2487.43,36,1510.3,53.0,Month-to-Month,6,Credit Card,3,2,No Offer,0,Yes,0.0,No,0
60.55,Parlier,-119.521126,36.622237,93648,0,57,35,1568.35,3550.95,44,1982.6,20.0,Month-to-Month,0,Bank Withdrawal,4,3,No Offer,0,No,0.0,No,0
86.2,Death Valley,-117.033326,36.27688,92328,7,40,54,233.82,4757.87,4,4524.05,12.0,Month-to-Month,2,Bank Withdrawal,8,3,Offer B,0,Yes,0.0,Yes,0
95.45,La Puente,-117.936436,34.031441,91744,0,56,1,5.59,101.04,5,95.45,2.0,Month-to-Month,0,Bank Withdrawal,5,0,No Offer,0,Yes,0.0,Yes,1
63.95,Riverdale,-119.94575,36.452211,93656,0,38,5,69.8,387.9,13,318.1,5.0,Month-to-Month,0,Credit Card,4,2,Offer E,0,Yes,0.0,No,0
65.35,San Francisco,-122.402241,37.791222,94104,0,61,19,794.01,2085.86,41,1231.85,6.0,One Year,0,Bank Withdrawal,5,2,No Offer,60,Yes,0.0,No,0
50.2,Berry Creek,-121.37778,39.657228,95916,1,35,52,0.0,2526.99,0,2554.0,17.0,Two Year,2,Credit Card,5,3,No Offer,0,No,27.01,No,0
63.8,Fulton,-122.777141,38.493888,95439,8,61,72,0.0,4684.3,0,4684.3,22.0,Two Year,3,Bank Withdrawal,8,4,No Offer,0,Yes,0.0,No,0
20.05,Capitola,-121.952864,36.977025,95010,0,50,32,477.12,1081.84,14,614.45,0.0,Two Year,0,Bank Withdrawal,0,0,No Offer,0,Yes,9.73,No,0
101.15,San Diego,-117.232376,32.787836,92109,1,47,8,135.04,977.94,16,842.9,6.0,Month-to-Month,0,Bank Withdrawal,6,2,No Offer,0,No,0.0,No,1
65.0,Claremont,-117.717863,34.127621,91711,0,35,41,1539.55,4211.35,37,2531.8,30.0,One Year,0,Mailed Check,5,1,Offer B,140,No,0.0,Yes,0
19.25,Glendale,-118.262922,34.182378,91207,0,32,5,105.05,191.1,21,86.05,0.0,Month-to-Month,0,Credit Card,0,0,No Offer,0,Yes,0.0,No,0
36.05,Gardena,-118.284077,33.876482,90248,0,54,11,0.0,502.6,0,402.6,17.0,One Year,1,Credit Card,3,2,No Offer,100,Yes,0.0,No,0
96.1,Fallbrook,-117.299644,33.362575,92028,0,61,5,155.45,608.85,31,453.4,11.0,Month-to-Month,0,Bank Withdrawal,5,1,No Offer,0,Yes,0.0,No,1
19.05,San Francisco,-122.413573,37.721052,94134,0,62,16,664.16,990.81,41,326.65,0.0,One Year,0,Credit Card,0,0,Offer D,0,No,0.0,No,0
105.75,San Diego,-117.152162,32.886925,92126,0,80,71,433.1,7815.95,6,7382.85,9.0,One Year,0,Bank Withdrawal,6,2,No Offer,0,No,0.0,Yes,0
40.4,Santa Ana,-117.906125,33.748635,92703,0,23,11,0.0,422.6,0,422.6,59.0,One Year,0,Credit Card,4,3,No Offer,0,Yes,0.0,No,0
99.15,Snelling,-120.426843,37.521708,95369,1,63,61,3009.13,9019.18,49,6010.05,7.0,Month-to-Month,0,Bank Withdrawal,6,1,No Offer,0,Yes,0.0,Yes,1
84.8,Darwin,-117.593053,36.319181,93522,2,50,71,1637.26,7683.36,23,6046.1,6.0,One Year,0,Bank Withdrawal,8,4,No Offer,0,Yes,0.0,No,0
19.85,San Bernardino,-117.221722,34.183286,92404,0,56,9,366.66,545.46,40,178.8,0.0,Month-to-Month,0,Credit Card,0,0,No Offer,0,No,0.0,No,0
49.45,Garberville,-123.679461,40.057784,95542,0,63,6,234.96,549.56,39,314.6,8.0,Month-to-Month,0,Bank Withdrawal,2,1,No Offer,0,Yes,0.0,No,0
88.8,Long Beach,-118.182239,33.830099,90807,0,58,26,990.34,3314.69,38,2274.35,22.0,Month-to-Month,0,Bank Withdrawal,4,0,No Offer,50,Yes,0.0,No,1
55.15,Upland,-117.655583,34.141146,91784,0,29,6,41.88,364.78,6,322.9,30.0,Month-to-Month,0,Mailed Check,3,2,Offer E,0,No,0.0,No,0
84.8,El Dorado Hills,-121.055634,38.684437,95762,0,54,11,336.27,1225.02,30,888.75,15.0,Month-to-Month,0,Bank Withdrawal,4,1,No Offer,0,No,0.0,No,0
80.55,Santa Rosa,-122.752839,38.488431,95403,1,25,1,43.67,124.22,43,80.55,73.0,Month-to-Month,0,Bank Withdrawal,3,0,No Offer,0,Yes,0.0,No,1
20.15,Malibu,-118.831181,34.074572,90265,10,31,49,138.18,1111.53,2,973.35,0.0,Two Year,0,Bank Withdrawal,0,0,No Offer,0,Yes,0.0,No,0
58.7,Santa Rosa,-122.790335,38.460517,95401,9,25,3,34.41,203.01,11,168.6,51.0,Month-to-Month,2,Credit Card,3,1,Offer E,0,Yes,0.0,No,0
99.5,Riverdale,-119.94575,36.452211,93656,0,46,53,2309.21,7733.46,43,5424.25,13.0,Two Year,0,Credit Card,7,4,Offer B,0,No,0.0,No,0
99.85,Oxnard,-119.224666,34.18454,93035,1,28,23,872.85,3204.15,37,2331.3,27.0,Month-to-Month,0,Bank Withdrawal,6,2,No Offer,0,Yes,0.0,No,1
45.35,Palmdale,-117.79593,34.598221,93591,0,63,2,50.98,140.48,25,89.5,9.0,Month-to-Month,0,Bank Withdrawal,1,0,No Offer,0,No,0.0,No,1
48.55,Covina,-117.886844,34.084747,91723,0,37,1,11.35,59.9,11,48.55,9.0,Month-to-Month,0,Credit Card,2,1,No Offer,0,Yes,0.0,No,1
26.4,San Lucas,-120.864443,36.125529,93954,0,44,3,101.61,222.86,33,121.25,0.0,Two Year,1,Credit Card,1,0,No Offer,0,Yes,0.0,Yes,0
100.2,Palmdale,-117.79593,34.598221,93591,1,74,68,1450.44,8302.09,21,6851.65,24.0,Month-to-Month,0,Bank Withdrawal,6,1,No Offer,0,Yes,0.0,Yes,1
94.7,Hoopa,-123.704841,41.163637,95546,0,44,8,155.92,976.22,19,740.3,10.0,Month-to-Month,0,Bank Withdrawal,5,1,No Offer,80,Yes,0.0,No,1
97.65,Long Beach,-118.210737,33.752524,90802,9,21,70,1166.2,8228.7,16,6982.5,26.0,One Year,0,Bank Withdrawal,6,1,Offer A,80,Yes,0.0,Yes,0
100.0,Samoa,-124.189977,40.809636,95564,9,62,39,674.31,4509.86,17,3835.55,75.0,One Year,3,Bank Withdrawal,6,1,Offer C,0,No,0.0,Yes,0
70.1,Burnt Ranch,-123.450097,40.854512,95527,0,43,1,17.37,87.47,17,70.1,25.0,Month-to-Month,0,Bank Withdrawal,1,0,No Offer,0,Yes,0.0,No,1
97.9,Garden Grove,-117.969795,33.766476,92844,0,40,3,90.54,405.84,30,315.3,7.0,Month-to-Month,0,Bank Withdrawal,6,2,No Offer,0,Yes,0.0,No,1
102.5,Milford,-120.392967,40.181279,96121,8,48,60,1153.2,7310.8,19,6157.6,4.0,One Year,0,Bank Withdrawal,7,2,Offer B,0,No,0.0,Yes,0
69.95,Anderson,-122.306657,40.448632,96007,1,55,5,85.4,415.55,17,330.15,10.0,Month-to-Month,0,Bank Withdrawal,1,0,Offer E,0,No,0.0,No,1
81.35,San Diego,-117.209774,32.85723,92122,0,77,3,27.66,261.36,9,233.7,14.0,Month-to-Month,0,Bank Withdrawal,3,1,Offer E,0,Yes,0.0,Yes,1
66.05,San Diego,-117.134694,32.808814,92123,0,41,55,1945.9,5513.47,35,3462.1,13.0,One Year,0,Credit Card,5,3,No Offer,150,Yes,44.53,Yes,0
61.2,Santa Margarita,-120.256567,35.303926,93453,0,43,72,0.0,4390.25,0,4390.25,6.0,Two Year,0,Credit Card,7,3,No Offer,0,Yes,0.0,No,0
74.4,Orange,-117.789749,33.792791,92869,7,69,72,379.44,5880.19,5,5360.75,9.0,Two Year,0,Bank Withdrawal,6,4,Offer A,140,No,0.0,No,0
106.3,Los Angeles,-118.210946,34.050198,90033,0,63,41,427.63,5001.08,10,4443.45,22.0,Month-to-Month,0,Bank Withdrawal,7,2,No Offer,130,Yes,0.0,Yes,1
39.6,San Jose,-121.827673,37.284265,95111,0,38,60,0.0,2386.04,0,2424.5,25.0,Two Year,0,Bank Withdrawal,4,3,Offer B,0,No,38.46,No,0
89.3,San Diego,-117.232376,32.787836,92109,0,43,6,15.6,593.2,2,577.6,22.0,Month-to-Month,0,Bank Withdrawal,4,0,No Offer,0,No,0.0,No,1
108.9,Ione,-120.954202,38.33788,95640,6,29,46,92.0,4946.3,2,4854.3,48.0,Two Year,0,Credit Card,8,3,No Offer,0,Yes,0.0,Yes,0
19.9,San Mateo,-122.272437,37.556094,94404,0,46,15,41.1,361.55,2,320.45,0.0,Month-to-Month,0,Mailed Check,0,0,No Offer,0,No,0.0,No,0
102.1,San Diego,-117.199424,32.825086,92117,1,33,58,203.58,6188.98,3,5885.4,28.0,Month-to-Month,0,Credit Card,7,2,No Offer,100,Yes,0.0,Yes,1
19.6,Los Angeles,-118.399613,34.030578,90034,10,60,23,782.92,1209.57,34,426.65,0.0,Two Year,3,Credit Card,0,0,No Offer,0,No,0.0,No,0
98.9,San Francisco,-122.369725,37.820894,94130,1,70,31,1486.45,4397.75,47,2911.3,21.0,Month-to-Month,0,Bank Withdrawal,5,2,Offer C,0,Yes,0.0,No,1
45.9,Santa Cruz,-121.991149,36.974575,95062,1,54,11,142.45,664.35,12,521.9,6.0,Month-to-Month,0,Bank Withdrawal,1,0,Offer D,0,Yes,0.0,No,0
99.9,Winchester,-117.04254,33.657433,92596,0,80,56,970.48,6676.78,17,5706.3,16.0,Two Year,0,Bank Withdrawal,6,3,No Offer,0,Yes,0.0,Yes,0
20.05,El Cajon,-116.873258,32.832706,92021,0,41,25,321.75,793.45,12,471.7,0.0,Month-to-Month,3,Credit Card,0,0,Offer C,0,No,0.0,No,0
-8.0,Sherman Oaks,-118.463365,34.147149,91403,0,38,68,0.0,4669.6,0,4539.6,28.0,Two Year,0,Credit Card,8,4,Offer A,130,No,0.0,No,0
19.65,Norco,-117.559639,33.925833,92860,0,48,40,1041.2,1871.45,26,830.25,0.0,Two Year,0,Credit Card,0,0,No Offer,0,No,0.0,No,0
84.9,Thornton,-121.520223,38.157794,95686,0,46,36,887.76,3954.96,24,3067.2,22.0,Month-to-Month,0,Bank Withdrawal,4,0,No Offer,0,Yes,0.0,Yes,1
108.15,Lake Hughes,-118.584212,34.659579,93532,0,22,32,886.08,4318.98,27,3432.9,73.0,Month-to-Month,0,Credit Card,8,3,Offer C,0,Yes,0.0,Yes,1
86.85,Paramount,-118.164432,33.897122,90723,10,28,71,717.81,6981.61,10,6263.8,59.0,Two Year,3,Bank Withdrawal,9,4,Offer A,0,No,0.0,Yes,0
102.55,San Juan Capistrano,-117.602555,33.521447,92675,2,58,17,171.87,1914.37,10,1742.5,2.0,Month-to-Month,0,Bank Withdrawal,7,2,Offer D,0,Yes,0.0,Yes,0
78.2,Copperopolis,-120.67108,37.943954,95228,6,55,18,572.22,2040.97,31,1468.75,19.0,Month-to-Month,0,Bank Withdrawal,3,2,Offer D,0,No,0.0,No,0
91.2,Covina,-117.853935,34.08111,91724,0,52,37,434.01,3816.31,11,3382.3,30.0,Month-to-Month,0,Bank Withdrawal,5,3,No Offer,0,No,0.0,Yes,0
19.35,Colusa,-122.050763,39.273096,95932,0,42,2,88.68,135.03,44,46.35,0.0,Month-to-Month,0,Credit Card,0,0,No Offer,0,No,0.0,No,0
70.4,Cypress,-118.038307,33.818477,90630,6,56,28,362.32,2354.52,12,1992.2,24.0,One Year,2,Bank Withdrawal,1,0,Offer C,0,Yes,0.0,No,0
39.55,Sacramento,-121.491956,38.584505,95814,0,34,9,0.0,373.0,0,373.0,19.0,One Year,0,Credit Card,4,3,Offer E,0,No,0.0,No,0
50.15,Lancaster,-118.153098,34.727529,93534,0,63,1,38.33,138.48,38,50.15,24.0,Month-to-Month,0,Bank Withdrawal,2,1,Offer E,50,No,0.0,No,0
20.4,Orange,-117.821288,33.81859,92867,1,59,65,1524.9,2939.35,23,1414.45,0.0,Two Year,0,Credit Card,0,0,No Offer,0,Yes,0.0,No,0
44.6,Gonzales,-121.396719,36.52588,93926,0,62,3,46.77,169.47,15,122.7,27.0,Month-to-Month,0,Bank Withdrawal,1,0,No Offer,0,No,0.0,No,0
34.7,Los Angeles,-118.402447,33.954017,90045,0,31,1,0.0,34.7,0,34.7,8.0,Month-to-Month,0,Bank Withdrawal,2,0,Offer E,0,Yes,0.0,No,1
93.6,San Ysidro,-117.040073,32.555828,92173,3,24,36,1487.88,4837.37,41,3366.05,41.0,Month-to-Month,0,Bank Withdrawal,5,1,Offer C,0,Yes,16.56,No,0
90.6,Novato,-122.524004,38.067204,94949,0,21,23,889.87,2828.34,38,1943.2,69.0,Month-to-Month,0,Bank Withdrawal,5,1,No Offer,0,Yes,4.73,Yes,1
57.95,Gilroy,-121.528955,37.03889,95020,9,21,22,936.76,2208.56,42,1271.8,82.0,Month-to-Month,3,Credit Card,5,3,Offer D,0,Yes,0.0,No,0
112.1,Oak Park,-118.776874,34.19225,91377,1,56,72,328.32,8275.39,4,7965.95,18.0,Two Year,0,Credit Card,9,4,No Offer,0,No,18.88,Yes,0
88.25,South San Francisco,-122.426468,37.654436,94080,7,31,17,304.47,1765.12,17,1460.65,9.0,Month-to-Month,0,Bank Withdrawal,4,1,No Offer,0,No,0.0,Yes,1
85.8,Vernalis,-121.263381,37.609095,95385,0,20,3,31.8,304.0,10,272.2,73.0,Month-to-Month,0,Bank Withdrawal,4,1,No Offer,0,No,0.0,No,1
60.3,San Jose,-121.961786,37.311088,95117,1,31,58,998.76,4562.56,17,3563.8,21.0,One Year,0,Credit Card,4,3,Offer B,0,No,0.0,No,1
81.35,Sunnyvale,-122.009613,37.421633,94089,1,60,67,3031.75,8430.35,45,5398.6,18.0,Two Year,0,Credit Card,7,3,No Offer,0,No,0.0,No,0
99.85,Newport Beach,-117.874882,33.634626,92660,0,72,34,1190.0,4533.15,35,3343.15,12.0,One Year,0,Bank Withdrawal,5,2,No Offer,0,Yes,0.0,No,0
20.0,San Francisco,-122.411004,37.802071,94133,0,56,10,44.2,242.9,4,198.7,0.0,Month-to-Month,0,Credit Card,0,0,No Offer,0,No,0.0,No,0
85.35,Stanford,-122.165641,37.424342,94305,0,42,69,1274.43,7171.83,18,5897.4,28.0,Two Year,0,Credit Card,8,3,Offer A,0,Yes,0.0,Yes,0
62.05,Los Angeles,-118.207607,34.137412,90041,0,38,40,0.0,2511.55,0,2511.55,19.0,One Year,0,Credit Card,7,3,No Offer,0,No,0.0,No,0
64.4,Turlock,-120.875917,37.474396,95380,0,64,20,252.0,1650.6,12,1398.6,29.0,Month-to-Month,0,Credit Card,5,2,Offer D,0,No,0.0,No,0
19.4,Beverly Hills,-118.414338,34.099891,90210,9,61,46,2185.0,3152.85,47,967.85,0.0,Two Year,1,Credit Card,0,0,No Offer,0,No,0.0,No,0
74.4,Riverside,-117.455583,33.890046,92503,1,28,2,19.58,158.98,9,139.4,41.0,Month-to-Month,0,Bank Withdrawal,2,1,No Offer,0,Yes,0.0,No,1
70.45,Los Alamitos,-118.065591,33.79499,90720,1,76,1,15.28,85.73,15,70.45,30.0,Month-to-Month,2,Mailed Check,1,0,Offer E,0,Yes,0.0,No,1
105.0,Fresno,-119.761826,36.822715,93710,7,44,72,473.76,8063.56,6,7589.8,7.0,Two Year,0,Credit Card,7,2,No Offer,0,Yes,0.0,Yes,0
25.15,Escondido,-117.033814,33.081478,92025,0,28,70,85.4,1875.55,1,1790.15,0.0,Two Year,3,Credit Card,1,0,No Offer,0,No,0.0,Yes,0
19.3,Gardena,-118.297967,33.890853,90247,0,34,2,99.82,144.22,49,44.4,0.0,Month-to-Month,0,Credit Card,0,0,No Offer,0,No,0.0,No,0
55.3,Encinitas,-117.25665,33.054579,92024,0,25,23,36.34,1320.54,1,1284.2,47.0,Month-to-Month,3,Bank Withdrawal,4,2,Offer D,0,Yes,0.0,No,0
95.4,Sacramento,-121.334051,38.486502,95829,4,58,36,1460.88,4935.08,40,3474.2,12.0,Month-to-Month,0,Bank Withdrawal,5,0,Offer C,0,Yes,0.0,Yes,0
93.85,South Dos Palos,-120.653519,36.959731,93665,0,70,59,636.02,6202.64,10,5574.75,15.0,Month-to-Month,0,Bank Withdrawal,4,0,No Offer,0,Yes,8.13,Yes,1
20.5,Orick,-124.044354,41.336354,95555,0,24,67,3169.77,4600.72,47,1430.95,0.0,Two Year,0,Bank Withdrawal,0,0,Offer A,0,No,0.0,No,0
105.55,San Jose,-121.889838,37.255479,95118,4,22,72,599.76,8152.01,8,7542.25,59.0,Two Year,3,Bank Withdrawal,7,2,No Offer,10,Yes,0.0,Yes,0
101.9,El Monte,-118.01462,34.074492,91732,0,22,37,889.48,4434.83,24,3545.35,59.0,Month-to-Month,0,Bank Withdrawal,7,2,No Offer,0,Yes,0.0,Yes,1
24.45,Spreckels,-121.647195,36.624641,93962,4,36,72,1480.32,3189.42,20,1709.1,0.0,Two Year,1,Bank Withdrawal,1,0,Offer A,0,No,0.0,Yes,0
19.7,Beverly Hills,-118.401508,34.062095,90212,10,23,72,2013.84,3435.74,27,1421.9,0.0,Two Year,0,Credit Card,0,0,Offer A,0,No,0.0,No,0
74.4,La Habra,-117.9513,33.940619,90631,0,21,3,43.8,264.61,14,229.55,71.0,Month-to-Month,2,Bank Withdrawal,3,0,Offer E,0,Yes,8.74,Yes,1
101.5,Visalia,-119.375646,36.303793,93277,0,75,54,1808.46,7181.56,33,5373.1,8.0,One Year,0,Credit Card,6,1,Offer B,0,Yes,0.0,Yes,1
95.75,San Francisco,-122.434801,37.758085,94114,1,59,60,2113.2,7856.1,35,5742.9,16.0,Month-to-Month,0,Bank Withdrawal,5,2,No Offer,0,Yes,0.0,Yes,1
110.65,Whittier,-118.020188,33.972119,90602,8,35,58,2201.1,8727.75,37,6526.65,18.0,One Year,0,Credit Card,8,3,Offer B,0,Yes,0.0,Yes,0
83.85,Long Beach,-118.118648,33.778436,90822,1,64,31,372.93,3035.71,12,2674.15,9.0,Month-to-Month,0,Bank Withdrawal,4,1,Offer C,0,Yes,11.37,No,0
60.25,Stockton,-121.139499,37.946282,95215,0,62,3,60.3,300.8,20,170.5,29.0,Month-to-Month,0,Bank Withdrawal,3,0,No Offer,70,Yes,0.0,Yes,0
59.2,Essex,-115.287901,34.9436,92332,0,20,55,675.4,3851.25,12,3175.85,48.0,Two Year,0,Bank Withdrawal,4,3,No Offer,0,Yes,0.0,No,0
44.4,Los Gatos,-121.988727,37.222842,95030,0,58,1,26.53,70.93,26,44.4,30.0,Month-to-Month,0,Credit Card,1,0,Offer E,0,No,0.0,No,1
85.3,Grass Valley,-121.137962,39.099204,95949,1,44,49,696.29,4994.24,14,4297.95,23.0,Month-to-Month,0,Credit Card,3,1,Offer B,0,Yes,0.0,No,0
25.5,San Diego,-117.199424,32.825086,92117,0,40,8,0.0,215.2,0,215.2,16.0,Month-to-Month,0,Mailed Check,1,0,No Offer,0,No,0.0,No,1
99.75,Visalia,-119.372842,36.391777,93291,0,72,39,391.17,4427.17,10,4036.0,13.0,Two Year,0,Bank Withdrawal,5,1,No Offer,0,Yes,0.0,Yes,0
66.1,San Jose,-121.883119,37.343827,95112,9,43,66,2488.86,6917.31,37,4428.45,15.0,Two Year,0,Credit Card,5,3,Offer A,0,Yes,0.0,Yes,0
20.55,Fresno,-119.929894,36.78979,93722,7,23,15,519.45,815.4,34,295.95,0.0,One Year,0,Credit Card,0,0,No Offer,0,No,0.0,No,0
98.85,San Diego,-117.199424,32.825086,92117,1,34,51,2433.72,7511.27,47,4947.55,23.0,One Year,0,Bank Withdrawal,6,1,Offer B,130,Yes,0.0,Yes,0
49.2,Snelling,-120.426843,37.521708,95369,0,74,9,63.99,511.89,7,447.9,12.0,Two Year,0,Mailed Check,2,1,No Offer,0,No,0.0,No,0
20.9,Encino,-118.518292,34.150354,91316,0,54,1,15.51,36.41,15,20.9,0.0,Month-to-Month,0,Credit Card,0,0,Offer E,0,No,0.0,No,1
19.5,Bellflower,-118.127289,33.887676,90706,0,29,25,89.5,605.8,3,516.3,0.0,One Year,0,Bank Withdrawal,0,0,Offer C,0,Yes,0.0,No,0
87.0,Sonora,-120.343732,37.982716,95370,9,56,22,1070.96,2921.61,48,1850.65,18.0,Month-to-Month,0,Bank Withdrawal,3,1,No Offer,0,Yes,0.0,No,0
49.0,Highland,-117.154277,34.129677,92346,0,40,15,176.25,925.5,11,749.25,28.0,Month-to-Month,0,Bank Withdrawal,2,0,No Offer,0,Yes,0.0,Yes,0
90.1,Novato,-122.524004,38.067204,94949,1,37,28,512.68,3111.63,18,2598.95,13.0,One Year,0,Bank Withdrawal,4,0,No Offer,0,Yes,0.0,No,1
90.7,Temecula,-117.029473,33.507255,92592,0,47,3,16.17,253.82,5,237.65,10.0,Month-to-Month,0,Credit Card,4,0,No Offer,0,No,0.0,No,0
100.5,Los Angeles,-118.255178,34.052917,90071,3,34,47,1793.05,6500.15,38,4707.1,14.0,Month-to-Month,0,Bank Withdrawal,6,1,Offer B,0,Yes,0.0,Yes,0
85.25,Long Beach,-118.179626,33.864622,90805,0,21,67,583.57,6296.46,8,5714.2,41.0,Two Year,0,Mailed Check,8,3,Offer A,0,Yes,1.31,Yes,0
74.7,Escondido,-116.967221,33.141265,92027,0,78,18,379.62,1694.22,21,1294.6,18.0,Month-to-Month,0,Bank Withdrawal,2,1,Offer D,20,Yes,0.0,No,0
60.15,Herlong,-120.18089,40.198234,96113,1,47,62,2089.4,5842.6,33,3753.2,15.0,Two Year,0,Credit Card,4,3,Offer B,0,Yes,0.0,No,0
80.55,Petaluma,-122.557332,38.235021,94954,0,51,41,252.56,3516.46,6,3263.9,12.0,One Year,0,Bank Withdrawal,7,2,No Offer,0,Yes,0.0,Yes,0
50.15,Mojave,-118.171288,35.097323,93501,0,64,44,810.48,2949.58,18,2139.1,22.0,Month-to-Month,0,Credit Card,2,0,Offer B,0,Yes,0.0,Yes,0
94.45,Callahan,-122.794636,41.388397,96014,0,59,53,1795.64,6838.39,33,5042.75,6.0,One Year,0,Credit Card,6,3,No Offer,0,Yes,0.0,No,0
20.05,Bodega,-122.9755,38.343282,94922,4,44,48,1586.88,2622.88,33,1036.0,0.0,Two Year,0,Credit Card,0,0,No Offer,0,Yes,0.0,No,0
115.6,Denair,-120.757977,37.524721,95316,2,79,54,2360.34,8791.39,43,6431.05,12.0,One Year,0,Bank Withdrawal,8,4,Offer B,0,Yes,0.0,Yes,0
45.3,Wrightwood,-117.618263,34.358321,92397,3,28,48,0.0,2285.0,0,2145.0,58.0,Month-to-Month,0,Bank Withdrawal,5,2,No Offer,140,Yes,0.0,No,1
99.65,Monterey,-121.869685,36.362741,93940,0,39,24,616.32,3021.17,25,2404.85,6.0,Month-to-Month,0,Bank Withdrawal,6,1,Offer C,0,Yes,0.0,Yes,0
80.6,Palo Alto,-122.149996,37.444314,94301,0,32,33,1150.05,3801.15,34,2651.1,27.0,Two Year,0,Bank Withdrawal,3,2,Offer C,0,No,0.0,No,0
85.25,Jamestown,-120.486589,37.84771,95327,1,58,66,2828.1,8366.45,42,5538.35,21.0,Two Year,0,Bank Withdrawal,8,3,No Offer,0,No,0.0,Yes,0
