monthly_charge,city,zip_code,latitude,longitude,age,total_long_distance_charges,number_of_referrals,total_charges,avg_monthly_gb_download,tenure_in_months,avg_monthly_long_distance_charges,total_revenue,number_of_dependents,contract,payment_method,engagement_score,total_extra_data_charges,offer,internet_type,num_addon_services,paperless_billing,total_refunds,customer_status
92.65,San Anselmo,94960,37.99272,-122.575026,35,2160.0,4,6733.0,19.0,72,30,8893.0,1,Two Year,Bank Withdrawal,9,0,No Offer,DSL,4,No,0.0,0
19.7,Duarte,91010,34.145695,-117.95982,37,34.28,2,19.7,0.0,1,34,53.98,3,Month-to-Month,Credit Card,0,0,No Offer,No Internet,0,No,0.0,0
50.1,Lake Elsinore,92530,33.655421,-117.391751,19,29.13,0,50.1,51.0,1,29,79.23,0,Month-to-Month,Bank Withdrawal,2,0,No Offer,Cable,0,Yes,0.0,0
92.45,San Clemente,92672,33.429488,-117.609432,69,172.19,0,6140.85,21.0,67,2,6313.04,0,Two Year,Bank Withdrawal,5,0,Offer A,Fiber Optic,3,Yes,0.0,0
79.65,Los Angeles,90004,34.076259,-118.310715,44,429.12,5,3870.3,27.0,48,8,4299.42,1,Two Year,Bank Withdrawal,7,0,No Offer,DSL,2,No,0.0,0
109.9,Downey,90241,33.940884,-118.128628,19,3017.52,0,7624.2,73.0,72,41,10641.72,0,Two Year,Bank Withdrawal,8,0,No Offer,Fiber Optic,4,Yes,0.0,0
81.4,Bodega Bay,94923,38.377165,-123.037957,64,2149.68,6,4354.45,24.0,52,41,6504.13,0,One Year,Credit Card,8,0,Offer B,Cable,4,Yes,0.0,0
50.55,Challenge,95925,39.461768,-121.195825,44,3142.3,1,3431.75,28.0,67,46,6574.05,3,One Year,Credit Card,2,0,Offer A,Cable,1,No,0.0,0
81.05,Ludlow,92338,34.702766,-116.093376,58,471.8,1,2227.1,13.0,28,16,2698.9,0,Month-to-Month,Bank Withdrawal,3,0,Offer C,Fiber Optic,0,Yes,0.0,1
62.45,Santa Clara,95051,37.348129,-121.98469,29,1064.96,9,2045.55,51.0,32,33,3110.51,1,Month-to-Month,Bank Withdrawal,5,0,Offer C,DSL,2,No,0.0,0
75.2,Perris,92571,33.828289,-117.201666,80,189.54,2,1929.35,25.0,27,7,2118.89,0,Month-to-Month,Bank Withdrawal,2,0,No Offer,Cable,1,Yes,0.0,1
90.4,Fortuna,95540,40.584991,-124.121504,22,94.44,0,268.45,73.0,3,31,362.89,0,Month-to-Month,Bank Withdrawal,5,0,No Offer,Fiber Optic,2,No,0.0,0
85.65,San Diego,92122,32.85723,-117.209774,22,80.86,0,181.5,27.0,2,40,262.36,0,Month-to-Month,Bank Withdrawal,4,0,Offer E,Cable,0,Yes,0.0,1
72.9,San Dimas,91773,34.102119,-117.815532,50,319.41,0,651.4,11.0,9,35,970.81,2,Month-to-Month,Credit Card,6,0,No Offer,Cable,2,Yes,0.0,1
70.5,Rescue,95672,38.724322,-120.991237,53,2224.5,10,3486.65,28.0,50,44,5711.15,2,Two Year,Credit Card,5,0,Offer B,Cable,2,Yes,0.0,0
20.1,Clio,96106,39.745805,-120.580882,45,2203.13,1,1389.6,0.0,71,31,3592.73,2,Two Year,Bank Withdrawal,0,0,No Offer,No Internet,0,No,0.0,0
74.9,San Diego,92122,32.85723,-117.209774,76,1514.88,2,2303.35,10.0,32,47,3818.23,0,Month-to-Month,Bank Withdrawal,2,0,Offer C,Fiber Optic,0,Yes,0.0,1
100.7,Lotus,95651,38.815515,-120.916997,57,436.32,10,1522.7,76.0,16,27,1959.02,3,Month-to-Month,Bank Withdrawal,6,0,Offer D,Fiber Optic,2,No,0.0,0
105.65,San Marcos,92078,33.119028,-117.166036,45,1191.93,8,6717.9,22.0,67,17,7909.83,3,Two Year,Bank Withdrawal,7,0,Offer A,Fiber Optic,2,Yes,0.0,0
114.3,Lompoc,93436,34.601055,-120.382917,43,1147.68,1,8058.55,13.0,72,15,9206.23,1,Two Year,Credit Card,9,0,No Offer,Fiber Optic,4,Yes,0.0,0
19.75,Pilot Hill,95664,38.803731,-121.043799,41,73.89,0,58.85,0.0,3,24,132.74,0,Month-to-Month,Bank Withdrawal,0,0,Offer E,No Internet,0,No,0.0,1
24.35,San Francisco,94133,37.802071,-122.411004,22,1104.46,1,538.5,0.0,23,48,1642.96,3,One Year,Credit Card,1,0,No Offer,No Internet,0,No,0.0,0
69.85,Mission Hills,91345,34.266389,-118.459744,62,2042.64,1,5102.35,18.0,72,28,7119.75,2,Two Year,Bank Withdrawal,6,0,No Offer,DSL,4,No,25.24,0
-3.0,Los Angeles,90040,33.994524,-118.149953,21,0.0,9,465.7,47.0,7,0,465.7,2,Month-to-Month,Credit Card,7,0,Offer E,Cable,3,No,0.0,0
54.4,Harbor City,90710,33.798266,-118.300237,49,12.48,10,475.1,57.0,8,1,487.58,3,Month-to-Month,Bank Withdrawal,2,0,Offer E,DSL,0,Yes,0.0,0
50.55,San Francisco,94108,37.791998,-122.408653,33,0.0,9,3364.55,23.0,66,0,3474.55,4,Two Year,Bank Withdrawal,5,110,Offer A,Cable,1,No,0.0,0
21.05,Inglewood,90301,33.956445,-118.358634,30,171.3,0,113.85,0.0,5,34,285.15,0,Month-to-Month,Credit Card,0,0,Offer E,No Internet,0,No,0.0,1
103.7,Los Angeles,90015,34.039224,-118.266293,38,2172.17,0,5036.3,11.0,49,44,7208.47,1,Month-to-Month,Bank Withdrawal,7,0,No Offer,Fiber Optic,2,Yes,0.0,1
19.95,Pescadero,94060,37.22565,-122.297533,56,2416.68,2,1234.8,0.0,63,38,3651.48,0,Two Year,Bank Withdrawal,0,0,Offer B,No Internet,0,Yes,0.0,0
29.3,Aromas,95004,36.878364,-121.629781,70,0.0,1,355.9,14.0,12,0,355.9,1,Month-to-Month,Mailed Check,2,0,Offer D,DSL,1,Yes,0.0,0
54.75,Badger,93603,36.64545,-118.924982,54,977.13,5,1510.3,53.0,27,36,2487.43,6,Month-to-Month,Credit Card,3,0,No Offer,DSL,2,Yes,0.0,0
60.55,Parlier,93648,36.622237,-119.521126,57,1568.35,0,1982.6,20.0,35,44,3550.95,0,Month-to-Month,Bank Withdrawal,4,0,No Offer,DSL,3,No,0.0,0
86.2,Death Valley,92328,36.27688,-117.033326,40,233.82,7,4524.05,12.0,54,4,4757.87,2,Month-to-Month,Bank Withdrawal,8,0,Offer B,DSL,3,Yes,0.0,0
95.45,La Puente,91744,34.031441,-117.936436,56,5.59,0,95.45,2.0,1,5,101.04,0,Month-to-Month,Bank Withdrawal,5,0,No Offer,Fiber Optic,0,Yes,0.0,1
63.95,Riverdale,93656,36.452211,-119.94575,38,69.8,0,318.1,5.0,5,13,387.9,0,Month-to-Month,Credit Card,4,0,Offer E,DSL,2,Yes,0.0,0
65.35,San Francisco,94104,37.791222,-122.402241,61,794.01,0,1231.85,6.0,19,41,2085.86,0,One Year,Bank Withdrawal,5,60,No Offer,DSL,2,Yes,0.0,0
50.2,Berry Creek,95916,39.657228,-121.37778,35,0.0,1,2554.0,17.0,52,0,2526.99,2,Two Year,Credit Card,5,0,No Offer,DSL,3,No,27.01,0
63.8,Fulton,95439,38.493888,-122.777141,61,0.0,8,4684.3,22.0,72,0,4684.3,3,Two Year,Bank Withdrawal,8,0,No Offer,DSL,4,Yes,0.0,0
20.05,Capitola,95010,36.977025,-121.952864,50,477.12,0,614.45,0.0,32,14,1081.84,0,Two Year,Bank Withdrawal,0,0,No Offer,No Internet,0,Yes,9.73,0
101.15,San Diego,92109,32.787836,-117.232376,47,135.04,1,842.9,6.0,8,16,977.94,0,Month-to-Month,Bank Withdrawal,6,0,No Offer,Fiber Optic,2,No,0.0,1
65.0,Claremont,91711,34.127621,-117.717863,35,1539.55,0,2531.8,30.0,41,37,4211.35,0,One Year,Mailed Check,5,140,Offer B,DSL,1,No,0.0,0
19.25,Glendale,91207,34.182378,-118.262922,32,105.05,0,86.05,0.0,5,21,191.1,0,Month-to-Month,Credit Card,0,0,No Offer,No Internet,0,Yes,0.0,0
36.05,Gardena,90248,33.876482,-118.284077,54,0.0,0,402.6,17.0,11,0,502.6,1,One Year,Credit Card,3,100,No Offer,DSL,2,Yes,0.0,0
96.1,Fallbrook,92028,33.362575,-117.299644,61,155.45,0,453.4,11.0,5,31,608.85,0,Month-to-Month,Bank Withdrawal,5,0,No Offer,Fiber Optic,1,Yes,0.0,1
19.05,San Francisco,94134,37.721052,-122.413573,62,664.16,0,326.65,0.0,16,41,990.81,0,One Year,Credit Card,0,0,Offer D,No Internet,0,No,0.0,0
105.75,San Diego,92126,32.886925,-117.152162,80,433.1,0,7382.85,9.0,71,6,7815.95,0,One Year,Bank Withdrawal,6,0,No Offer,Fiber Optic,2,No,0.0,0
40.4,Santa Ana,92703,33.748635,-117.906125,23,0.0,0,422.6,59.0,11,0,422.6,0,One Year,Credit Card,4,0,No Offer,DSL,3,Yes,0.0,0
99.15,Snelling,95369,37.521708,-120.426843,63,3009.13,1,6010.05,7.0,61,49,9019.18,0,Month-to-Month,Bank Withdrawal,6,0,No Offer,Fiber Optic,1,Yes,0.0,1
84.8,Darwin,93522,36.319181,-117.593053,50,1637.26,2,6046.1,6.0,71,23,7683.36,0,One Year,Bank Withdrawal,8,0,No Offer,Cable,4,Yes,0.0,0
19.85,San Bernardino,92404,34.183286,-117.221722,56,366.66,0,178.8,0.0,9,40,545.46,0,Month-to-Month,Credit Card,0,0,No Offer,No Internet,0,No,0.0,0
49.45,Garberville,95542,40.057784,-123.679461,63,234.96,0,314.6,8.0,6,39,549.56,0,Month-to-Month,Bank Withdrawal,2,0,No Offer,DSL,1,Yes,0.0,0
88.8,Long Beach,90807,33.830099,-118.182239,58,990.34,0,2274.35,22.0,26,38,3314.69,0,Month-to-Month,Bank Withdrawal,4,50,No Offer,Fiber Optic,0,Yes,0.0,1
55.15,Upland,91784,34.141146,-117.655583,29,41.88,0,322.9,30.0,6,6,364.78,0,Month-to-Month,Mailed Check,3,0,Offer E,Cable,2,No,0.0,0
84.8,El Dorado Hills,95762,38.684437,-121.055634,54,336.27,0,888.75,15.0,11,30,1225.02,0,Month-to-Month,Bank Withdrawal,4,0,No Offer,Fiber Optic,1,No,0.0,0
80.55,Santa Rosa,95403,38.488431,-122.752839,25,43.67,1,80.55,73.0,1,43,124.22,0,Month-to-Month,Bank Withdrawal,3,0,No Offer,Fiber Optic,0,Yes,0.0,1
20.15,Malibu,90265,34.074572,-118.831181,31,138.18,10,973.35,0.0,49,2,1111.53,0,Two Year,Bank Withdrawal,0,0,No Offer,No Internet,0,Yes,0.0,0
58.7,Santa Rosa,95401,38.460517,-122.790335,25,34.41,9,168.6,51.0,3,11,203.01,2,Month-to-Month,Credit Card,3,0,Offer E,DSL,1,Yes,0.0,0
99.5,Riverdale,93656,36.452211,-119.94575,46,2309.21,0,5424.25,13.0,53,43,7733.46,0,Two Year,Credit Card,7,0,Offer B,Fiber Optic,4,No,0.0,0
99.85,Oxnard,93035,34.18454,-119.224666,28,872.85,1,2331.3,27.0,23,37,3204.15,0,Month-to-Month,Bank Withdrawal,6,0,No Offer,Fiber Optic,2,Yes,0.0,1
45.35,Palmdale,93591,34.598221,-117.79593,63,50.98,0,89.5,9.0,2,25,140.48,0,Month-to-Month,Bank Withdrawal,1,0,No Offer,DSL,0,No,0.0,1
48.55,Covina,91723,34.084747,-117.886844,37,11.35,0,48.55,9.0,1,11,59.9,0,Month-to-Month,Credit Card,2,0,No Offer,DSL,1,Yes,0.0,1
26.4,San Lucas,93954,36.125529,-120.864443,44,101.61,0,121.25,0.0,3,33,222.86,1,Two Year,Credit Card,1,0,No Offer,No Internet,0,Yes,0.0,0
100.2,Palmdale,93591,34.598221,-117.79593,74,1450.44,1,6851.65,24.0,68,21,8302.09,0,Month-to-Month,Bank Withdrawal,6,0,No Offer,Cable,1,Yes,0.0,1
94.7,Hoopa,95546,41.163637,-123.704841,44,155.92,0,740.3,10.0,8,19,976.22,0,Month-to-Month,Bank Withdrawal,5,80,No Offer,Fiber Optic,1,Yes,0.0,1
97.65,Long Beach,90802,33.752524,-118.210737,21,1166.2,9,6982.5,26.0,70,16,8228.7,0,One Year,Bank Withdrawal,6,80,Offer A,Fiber Optic,1,Yes,0.0,0
100.0,Samoa,95564,40.809636,-124.189977,62,674.31,9,3835.55,75.0,39,17,4509.86,3,One Year,Bank Withdrawal,6,0,Offer C,Fiber Optic,1,No,0.0,0
70.1,Burnt Ranch,95527,40.854512,-123.450097,43,17.37,0,70.1,25.0,1,17,87.47,0,Month-to-Month,Bank Withdrawal,1,0,No Offer,Fiber Optic,0,Yes,0.0,1
97.9,Garden Grove,92844,33.766476,-117.969795,40,90.54,0,315.3,7.0,3,30,405.84,0,Month-to-Month,Bank Withdrawal,6,0,No Offer,Fiber Optic,2,Yes,0.0,1
102.5,Milford,96121,40.181279,-120.392967,48,1153.2,8,6157.6,4.0,60,19,7310.8,0,One Year,Bank Withdrawal,7,0,Offer B,Fiber Optic,2,No,0.0,0
69.95,Anderson,96007,40.448632,-122.306657,55,85.4,1,330.15,10.0,5,17,415.55,0,Month-to-Month,Bank Withdrawal,1,0,Offer E,Fiber Optic,0,No,0.0,1
81.35,San Diego,92122,32.85723,-117.209774,77,27.66,0,233.7,14.0,3,9,261.36,0,Month-to-Month,Bank Withdrawal,3,0,Offer E,Fiber Optic,1,Yes,0.0,1
66.05,San Diego,92123,32.808814,-117.134694,41,1945.9,0,3462.1,13.0,55,35,5513.47,0,One Year,Credit Card,5,150,No Offer,Cable,3,Yes,44.53,0
61.2,Santa Margarita,93453,35.303926,-120.256567,43,0.0,0,4390.25,6.0,72,0,4390.25,0,Two Year,Credit Card,7,0,No Offer,DSL,3,Yes,0.0,0
74.4,Orange,92869,33.792791,-117.789749,69,379.44,7,5360.75,9.0,72,5,5880.19,0,Two Year,Bank Withdrawal,6,140,Offer A,DSL,4,No,0.0,0
106.3,Los Angeles,90033,34.050198,-118.210946,63,427.63,0,4443.45,22.0,41,10,5001.08,0,Month-to-Month,Bank Withdrawal,7,130,No Offer,Fiber Optic,2,Yes,0.0,1
39.6,San Jose,95111,37.284265,-121.827673,38,0.0,0,2424.5,25.0,60,0,2386.04,0,Two Year,Bank Withdrawal,4,0,Offer B,DSL,3,No,38.46,0
89.3,San Diego,92109,32.787836,-117.232376,43,15.6,0,577.6,22.0,6,2,593.2,0,Month-to-Month,Bank Withdrawal,4,0,No Offer,Fiber Optic,0,No,0.0,1
108.9,Ione,95640,38.33788,-120.954202,29,92.0,6,4854.3,48.0,46,2,4946.3,0,Two Year,Credit Card,8,0,No Offer,Fiber Optic,3,Yes,0.0,0
19.9,San Mateo,94404,37.556094,-122.272437,46,41.1,0,320.45,0.0,15,2,361.55,0,Month-to-Month,Mailed Check,0,0,No Offer,No Internet,0,No,0.0,0
102.1,San Diego,92117,32.825086,-117.199424,33,203.58,1,5885.4,28.0,58,3,6188.98,0,Month-to-Month,Credit Card,7,100,No Offer,Fiber Optic,2,Yes,0.0,1
19.6,Los Angeles,90034,34.030578,-118.399613,60,782.92,10,426.65,0.0,23,34,1209.57,3,Two Year,Credit Card,0,0,No Offer,No Internet,0,No,0.0,0
98.9,San Francisco,94130,37.820894,-122.369725,70,1486.45,1,2911.3,21.0,31,47,4397.75,0,Month-to-Month,Bank Withdrawal,5,0,Offer C,Fiber Optic,2,Yes,0.0,1
45.9,Santa Cruz,95062,36.974575,-121.991149,54,142.45,1,521.9,6.0,11,12,664.35,0,Month-to-Month,Bank Withdrawal,1,0,Offer D,Cable,0,Yes,0.0,0
99.9,Winchester,92596,33.657433,-117.04254,80,970.48,0,5706.3,16.0,56,17,6676.78,0,Two Year,Bank Withdrawal,6,0,No Offer,Fiber Optic,3,Yes,0.0,0
20.05,El Cajon,92021,32.832706,-116.873258,41,321.75,0,471.7,0.0,25,12,793.45,3,Month-to-Month,Credit Card,0,0,Offer C,No Internet,0,No,0.0,0
-8.0,Sherman Oaks,91403,34.147149,-118.463365,38,0.0,0,4539.6,28.0,68,0,4669.6,0,Two Year,Credit Card,8,130,Offer A,DSL,4,No,0.0,0
19.65,Norco,92860,33.925833,-117.559639,48,1041.2,0,830.25,0.0,40,26,1871.45,0,Two Year,Credit Card,0,0,No Offer,No Internet,0,No,0.0,0
84.9,Thornton,95686,38.157794,-121.520223,46,887.76,0,3067.2,22.0,36,24,3954.96,0,Month-to-Month,Bank Withdrawal,4,0,No Offer,Fiber Optic,0,Yes,0.0,1
108.15,Lake Hughes,93532,34.659579,-118.584212,22,886.08,0,3432.9,73.0,32,27,4318.98,0,Month-to-Month,Credit Card,8,0,Offer C,Fiber Optic,3,Yes,0.0,1
86.85,Paramount,90723,33.897122,-118.164432,28,717.81,10,6263.8,59.0,71,10,6981.61,3,Two Year,Bank Withdrawal,9,0,Offer A,DSL,4,No,0.0,0
102.55,San Juan Capistrano,92675,33.521447,-117.602555,58,171.87,2,1742.5,2.0,17,10,1914.37,0,Month-to-Month,Bank Withdrawal,7,0,Offer D,Fiber Optic,2,Yes,0.0,0
78.2,Copperopolis,95228,37.943954,-120.67108,55,572.22,6,1468.75,19.0,18,31,2040.97,0,Month-to-Month,Bank Withdrawal,3,0,Offer D,Fiber Optic,2,No,0.0,0
91.2,Covina,91724,34.08111,-117.853935,52,434.01,0,3382.3,30.0,37,11,3816.31,0,Month-to-Month,Bank Withdrawal,5,0,No Offer,Fiber Optic,3,No,0.0,0
19.35,Colusa,95932,39.273096,-122.050763,42,88.68,0,46.35,0.0,2,44,135.03,0,Month-to-Month,Credit Card,0,0,No Offer,No Internet,0,No,0.0,0
70.4,Cypress,90630,33.818477,-118.038307,56,362.32,6,1992.2,24.0,28,12,2354.52,2,One Year,Bank Withdrawal,1,0,Offer C,Fiber Optic,0,Yes,0.0,0
39.55,Sacramento,95814,38.584505,-121.491956,34,0.0,0,373.0,19.0,9,0,373.0,0,One Year,Credit Card,4,0,Offer E,Cable,3,No,0.0,0
50.15,Lancaster,93534,34.727529,-118.153098,63,38.33,0,50.15,24.0,1,38,138.48,0,Month-to-Month,Bank Withdrawal,2,50,Offer E,DSL,1,No,0.0,0
20.4,Orange,92867,33.81859,-117.821288,59,1524.9,1,1414.45,0.0,65,23,2939.35,0,Two Year,Credit Card,0,0,No Offer,No Internet,0,Yes,0.0,0
44.6,Gonzales,93926,36.52588,-121.396719,62,46.77,0,122.7,27.0,3,15,169.47,0,Month-to-Month,Bank Withdrawal,1,0,No Offer,Cable,0,No,0.0,0
34.7,Los Angeles,90045,33.954017,-118.402447,31,0.0,0,34.7,8.0,1,0,34.7,0,Month-to-Month,Bank Withdrawal,2,0,Offer E,DSL,0,Yes,0.0,1
93.6,San Ysidro,92173,32.555828,-117.040073,24,1487.88,3,3366.05,41.0,36,41,4837.37,0,Month-to-Month,Bank Withdrawal,5,0,Offer C,Fiber Optic,1,Yes,16.56,0
90.6,Novato,94949,38.067204,-122.524004,21,889.87,0,1943.2,69.0,23,38,2828.34,0,Month-to-Month,Bank Withdrawal,5,0,No Offer,Cable,1,Yes,4.73,1
57.95,Gilroy,95020,37.03889,-121.528955,21,936.76,9,1271.8,82.0,22,42,2208.56,3,Month-to-Month,Credit Card,5,0,Offer D,DSL,3,Yes,0.0,0
112.1,Oak Park,91377,34.19225,-118.776874,56,328.32,1,7965.95,18.0,72,4,8275.39,0,Two Year,Credit Card,9,0,No Offer,Fiber Optic,4,No,18.88,0
88.25,South San Francisco,94080,37.654436,-122.426468,31,304.47,7,1460.65,9.0,17,17,1765.12,0,Month-to-Month,Bank Withdrawal,4,0,No Offer,Fiber Optic,1,No,0.0,1
85.8,Vernalis,95385,37.609095,-121.263381,20,31.8,0,272.2,73.0,3,10,304.0,0,Month-to-Month,Bank Withdrawal,4,0,No Offer,Fiber Optic,1,No,0.0,1
60.3,San Jose,95117,37.311088,-121.961786,31,998.76,1,3563.8,21.0,58,17,4562.56,0,One Year,Credit Card,4,0,Offer B,Cable,3,No,0.0,1
81.35,Sunnyvale,94089,37.421633,-122.009613,60,3031.75,1,5398.6,18.0,67,45,8430.35,0,Two Year,Credit Card,7,0,No Offer,DSL,3,No,0.0,0
99.85,Newport Beach,92660,33.634626,-117.874882,72,1190.0,0,3343.15,12.0,34,35,4533.15,0,One Year,Bank Withdrawal,5,0,No Offer,Fiber Optic,2,Yes,0.0,0
20.0,San Francisco,94133,37.802071,-122.411004,56,44.2,0,198.7,0.0,10,4,242.9,0,Month-to-Month,Credit Card,0,0,No Offer,No Internet,0,No,0.0,0
85.35,Stanford,94305,37.424342,-122.165641,42,1274.43,0,5897.4,28.0,69,18,7171.83,0,Two Year,Credit Card,8,0,Offer A,DSL,3,Yes,0.0,0
62.05,Los Angeles,90041,34.137412,-118.207607,38,0.0,0,2511.55,19.0,40,0,2511.55,0,One Year,Credit Card,7,0,No Offer,Cable,3,No,0.0,0
64.4,Turlock,95380,37.474396,-120.875917,64,252.0,0,1398.6,29.0,20,12,1650.6,0,Month-to-Month,Credit Card,5,0,Offer D,DSL,2,No,0.0,0
19.4,Beverly Hills,90210,34.099891,-118.414338,61,2185.0,9,967.85,0.0,46,47,3152.85,1,Two Year,Credit Card,0,0,No Offer,No Internet,0,No,0.0,0
74.4,Riverside,92503,33.890046,-117.455583,28,19.58,1,139.4,41.0,2,9,158.98,0,Month-to-Month,Bank Withdrawal,2,0,No Offer,Fiber Optic,1,Yes,0.0,1
70.45,Los Alamitos,90720,33.79499,-118.065591,76,15.28,1,70.45,30.0,1,15,85.73,2,Month-to-Month,Mailed Check,1,0,Offer E,Fiber Optic,0,Yes,0.0,1
105.0,Fresno,93710,36.822715,-119.761826,44,473.76,7,7589.8,7.0,72,6,8063.56,0,Two Year,Credit Card,7,0,No Offer,Fiber Optic,2,Yes,0.0,0
25.15,Escondido,92025,33.081478,-117.033814,28,85.4,0,1790.15,0.0,70,1,1875.55,3,Two Year,Credit Card,1,0,No Offer,No Internet,0,No,0.0,0
19.3,Gardena,90247,33.890853,-118.297967,34,99.82,0,44.4,0.0,2,49,144.22,0,Month-to-Month,Credit Card,0,0,No Offer,No Internet,0,No,0.0,0
55.3,Encinitas,92024,33.054579,-117.25665,25,36.34,0,1284.2,47.0,23,1,1320.54,3,Month-to-Month,Bank Withdrawal,4,0,Offer D,DSL,2,Yes,0.0,0
95.4,Sacramento,95829,38.486502,-121.334051,58,1460.88,4,3474.2,12.0,36,40,4935.08,0,Month-to-Month,Bank Withdrawal,5,0,Offer C,Fiber Optic,0,Yes,0.0,0
93.85,South Dos Palos,93665,36.959731,-120.653519,70,636.02,0,5574.75,15.0,59,10,6202.64,0,Month-to-Month,Bank Withdrawal,4,0,No Offer,Fiber Optic,0,Yes,8.13,1
20.5,Orick,95555,41.336354,-124.044354,24,3169.77,0,1430.95,0.0,67,47,4600.72,0,Two Year,Bank Withdrawal,0,0,Offer A,No Internet,0,No,0.0,0
105.55,San Jose,95118,37.255479,-121.889838,22,599.76,4,7542.25,59.0,72,8,8152.01,3,Two Year,Bank Withdrawal,7,10,No Offer,Fiber Optic,2,Yes,0.0,0
101.9,El Monte,91732,34.074492,-118.01462,22,889.48,0,3545.35,59.0,37,24,4434.83,0,Month-to-Month,Bank Withdrawal,7,0,No Offer,Fiber Optic,2,Yes,0.0,1
24.45,Spreckels,93962,36.624641,-121.647195,36,1480.32,4,1709.1,0.0,72,20,3189.42,1,Two Year,Bank Withdrawal,1,0,Offer A,No Internet,0,No,0.0,0
19.7,Beverly Hills,90212,34.062095,-118.401508,23,2013.84,10,1421.9,0.0,72,27,3435.74,0,Two Year,Credit Card,0,0,Offer A,No Internet,0,No,0.0,0
74.4,La Habra,90631,33.940619,-117.9513,21,43.8,0,229.55,71.0,3,14,264.61,2,Month-to-Month,Bank Withdrawal,3,0,Offer E,Fiber Optic,0,Yes,8.74,1
101.5,Visalia,93277,36.303793,-119.375646,75,1808.46,0,5373.1,8.0,54,33,7181.56,0,One Year,Credit Card,6,0,Offer B,Fiber Optic,1,Yes,0.0,1
95.75,San Francisco,94114,37.758085,-122.434801,59,2113.2,1,5742.9,16.0,60,35,7856.1,0,Month-to-Month,Bank Withdrawal,5,0,No Offer,Fiber Optic,2,Yes,0.0,1
110.65,Whittier,90602,33.972119,-118.020188,35,2201.1,8,6526.65,18.0,58,37,8727.75,0,One Year,Credit Card,8,0,Offer B,Fiber Optic,3,Yes,0.0,0
83.85,Long Beach,90822,33.778436,-118.118648,64,372.93,1,2674.15,9.0,31,12,3035.71,0,Month-to-Month,Bank Withdrawal,4,0,Offer C,Fiber Optic,1,Yes,11.37,0
60.25,Stockton,95215,37.946282,-121.139499,62,60.3,0,170.5,29.0,3,20,300.8,0,Month-to-Month,Bank Withdrawal,3,70,No Offer,DSL,0,Yes,0.0,0
59.2,Essex,92332,34.9436,-115.287901,20,675.4,0,3175.85,48.0,55,12,3851.25,0,Two Year,Bank Withdrawal,4,0,No Offer,DSL,3,Yes,0.0,0
44.4,Los Gatos,95030,37.222842,-121.988727,58,26.53,0,44.4,30.0,1,26,70.93,0,Month-to-Month,Credit Card,1,0,Offer E,DSL,0,No,0.0,1
85.3,Grass Valley,95949,39.099204,-121.137962,44,696.29,1,4297.95,23.0,49,14,4994.24,0,Month-to-Month,Credit Card,3,0,Offer B,Fiber Optic,1,Yes,0.0,0
25.5,San Diego,92117,32.825086,-117.199424,40,0.0,0,215.2,16.0,8,0,215.2,0,Month-to-Month,Mailed Check,1,0,No Offer,DSL,0,No,0.0,1
99.75,Visalia,93291,36.391777,-119.372842,72,391.17,0,4036.0,13.0,39,10,4427.17,0,Two Year,Bank Withdrawal,5,0,No Offer,Fiber Optic,1,Yes,0.0,0
66.1,San Jose,95112,37.343827,-121.883119,43,2488.86,9,4428.45,15.0,66,37,6917.31,0,Two Year,Credit Card,5,0,Offer A,DSL,3,Yes,0.0,0
20.55,Fresno,93722,36.78979,-119.929894,23,519.45,7,295.95,0.0,15,34,815.4,0,One Year,Credit Card,0,0,No Offer,No Internet,0,No,0.0,0
98.85,San Diego,92117,32.825086,-117.199424,34,2433.72,1,4947.55,23.0,51,47,7511.27,0,One Year,Bank Withdrawal,6,130,Offer B,Fiber Optic,1,Yes,0.0,0
49.2,Snelling,95369,37.521708,-120.426843,74,63.99,0,447.9,12.0,9,7,511.89,0,Two Year,Mailed Check,2,0,No Offer,DSL,1,No,0.0,0
20.9,Encino,91316,34.150354,-118.518292,54,15.51,0,20.9,0.0,1,15,36.41,0,Month-to-Month,Credit Card,0,0,Offer E,No Internet,0,No,0.0,1
19.5,Bellflower,90706,33.887676,-118.127289,29,89.5,0,516.3,0.0,25,3,605.8,0,One Year,Bank Withdrawal,0,0,Offer C,No Internet,0,Yes,0.0,0
87.0,Sonora,95370,37.982716,-120.343732,56,1070.96,9,1850.65,18.0,22,48,2921.61,0,Month-to-Month,Bank Withdrawal,3,0,No Offer,Fiber Optic,1,Yes,0.0,0
49.0,Highland,92346,34.129677,-117.154277,40,176.25,0,749.25,28.0,15,11,925.5,0,Month-to-Month,Bank Withdrawal,2,0,No Offer,DSL,0,Yes,0.0,0
90.1,Novato,94949,38.067204,-122.524004,37,512.68,1,2598.95,13.0,28,18,3111.63,0,One Year,Bank Withdrawal,4,0,No Offer,Fiber Optic,0,Yes,0.0,1
90.7,Temecula,92592,33.507255,-117.029473,47,16.17,0,237.65,10.0,3,5,253.82,0,Month-to-Month,Credit Card,4,0,No Offer,Fiber Optic,0,No,0.0,0
100.5,Los Angeles,90071,34.052917,-118.255178,34,1793.05,3,4707.1,14.0,47,38,6500.15,0,Month-to-Month,Bank Withdrawal,6,0,Offer B,Fiber Optic,1,Yes,0.0,0
85.25,Long Beach,90805,33.864622,-118.179626,21,583.57,0,5714.2,41.0,67,8,6296.46,0,Two Year,Mailed Check,8,0,Offer A,DSL,3,Yes,1.31,0
