monthly_charge,city,zip_code,longitude,age,latitude,total_long_distance_charges,tenure_in_months,total_revenue,number_of_referrals,total_charges,avg_monthly_long_distance_charges,avg_monthly_gb_download,contract,number_of_dependents,payment_method,offer,engagement_score,paperless_billing,num_addon_services,gender,married,internet_type,customer_status
92.65,San Anselmo,94960,-122.575026,35,37.99272,2160.0,72,8893.0,4,6733.0,30,19.0,Two Year,1,Bank Withdrawal,No Offer,9,No,4,Female,Yes,DSL,0
19.7,Duarte,91010,-117.95982,37,34.145695,34.28,1,53.98,2,19.7,34,0.0,Month-to-Month,3,Credit Card,No Offer,0,No,0,Male,Yes,No Internet,0
50.1,Lake Elsinore,92530,-117.391751,19,33.655421,29.13,1,79.23,0,50.1,29,51.0,Month-to-Month,0,Bank Withdrawal,No Offer,2,Yes,0,Female,No,Cable,0
92.45,San Clemente,92672,-117.609432,69,33.429488,172.19,67,6313.04,0,6140.85,2,21.0,Two Year,0,Bank Withdrawal,Offer A,5,Yes,3,Female,No,Fiber Optic,0
79.65,Los Angeles,90004,-118.310715,44,34.076259,429.12,48,4299.42,5,3870.3,8,27.0,Two Year,1,Bank Withdrawal,No Offer,7,No,2,Female,Yes,DSL,0
109.9,Downey,90241,-118.128628,19,33.940884,3017.52,72,10641.72,0,7624.2,41,73.0,Two Year,0,Bank Withdrawal,No Offer,8,Yes,4,Female,No,Fiber Optic,0
81.4,Bodega Bay,94923,-123.037957,64,38.377165,2149.68,52,6504.13,6,4354.45,41,24.0,One Year,0,Credit Card,Offer B,8,Yes,4,Male,Yes,Cable,0
50.55,Challenge,95925,-121.195825,44,39.461768,3142.3,67,6574.05,1,3431.75,46,28.0,One Year,3,Credit Card,Offer A,2,No,1,Female,Yes,Cable,0
81.05,Ludlow,92338,-116.093376,58,34.702766,471.8,28,2698.9,1,2227.1,16,13.0,Month-to-Month,0,Bank Withdrawal,Offer C,3,Yes,0,Female,Yes,Fiber Optic,1
62.45,Santa Clara,95051,-121.98469,29,37.348129,1064.96,32,3110.51,9,2045.55,33,51.0,Month-to-Month,1,Bank Withdrawal,Offer C,5,No,2,Female,Yes,DSL,0
75.2,Perris,92571,-117.201666,80,33.828289,189.54,27,2118.89,2,1929.35,7,25.0,Month-to-Month,0,Bank Withdrawal,No Offer,2,Yes,1,Female,Yes,Cable,1
90.4,Fortuna,95540,-124.121504,22,40.584991,94.44,3,362.89,0,268.45,31,73.0,Month-to-Month,0,Bank Withdrawal,No Offer,5,No,2,Male,No,Fiber Optic,0
85.65,San Diego,92122,-117.209774,22,32.85723,80.86,2,262.36,0,181.5,40,27.0,Month-to-Month,0,Bank Withdrawal,Offer E,4,Yes,0,Male,No,Cable,1
72.9,San Dimas,91773,-117.815532,50,34.102119,319.41,9,970.81,0,651.4,35,11.0,Month-to-Month,2,Credit Card,No Offer,6,Yes,2,Female,No,Cable,1
70.5,Rescue,95672,-120.991237,53,38.724322,2224.5,50,5711.15,10,3486.65,44,28.0,Two Year,2,Credit Card,Offer B,5,Yes,2,Male,Yes,Cable,0
20.1,Clio,96106,-120.580882,45,39.745805,2203.13,71,3592.73,1,1389.6,31,0.0,Two Year,2,Bank Withdrawal,No Offer,0,No,0,Female,Yes,No Internet,0
74.9,San Diego,92122,-117.209774,76,32.85723,1514.88,32,3818.23,2,2303.35,47,10.0,Month-to-Month,0,Bank Withdrawal,Offer C,2,Yes,0,Male,Yes,Fiber Optic,1
100.7,Lotus,95651,-120.916997,57,38.815515,436.32,16,1959.02,10,1522.7,27,76.0,Month-to-Month,3,Bank Withdrawal,Offer D,6,No,2,Female,Yes,Fiber Optic,0
105.65,San Marcos,92078,-117.166036,45,33.119028,1191.93,67,7909.83,8,6717.9,17,22.0,Two Year,3,Bank Withdrawal,Offer A,7,Yes,2,Female,Yes,Fiber Optic,0
114.3,Lompoc,93436,-120.382917,43,34.601055,1147.68,72,9206.23,1,8058.55,15,13.0,Two Year,1,Credit Card,No Offer,9,Yes,4,Male,Yes,Fiber Optic,0
19.75,Pilot Hill,95664,-121.043799,41,38.803731,73.89,3,132.74,0,58.85,24,0.0,Month-to-Month,0,Bank Withdrawal,Offer E,0,No,0,Female,No,No Internet,1
24.35,San Francisco,94133,-122.411004,22,37.802071,1104.46,23,1642.96,1,538.5,48,0.0,One Year,3,Credit Card,No Offer,1,No,0,Male,Yes,No Internet,0
69.85,Mission Hills,91345,-118.459744,62,34.266389,2042.64,72,7119.75,1,5102.35,28,18.0,Two Year,2,Bank Withdrawal,No Offer,6,No,4,Male,Yes,DSL,0
-3.0,Los Angeles,90040,-118.149953,21,33.994524,0.0,7,465.7,9,465.7,0,47.0,Month-to-Month,2,Credit Card,Offer E,7,No,3,Male,Yes,Cable,0
54.4,Harbor City,90710,-118.300237,49,33.798266,12.48,8,487.58,10,475.1,1,57.0,Month-to-Month,3,Bank Withdrawal,Offer E,2,Yes,0,Male,Yes,DSL,0
50.55,San Francisco,94108,-122.408653,33,37.791998,0.0,66,3474.55,9,3364.55,0,23.0,Two Year,4,Bank Withdrawal,Offer A,5,No,1,Male,Yes,Cable,0
21.05,Inglewood,90301,-118.358634,30,33.956445,171.3,5,285.15,0,113.85,34,0.0,Month-to-Month,0,Credit Card,Offer E,0,No,0,Male,No,No Internet,1
103.7,Los Angeles,90015,-118.266293,38,34.039224,2172.17,49,7208.47,0,5036.3,44,11.0,Month-to-Month,1,Bank Withdrawal,No Offer,7,Yes,2,Male,No,Fiber Optic,1
19.95,Pescadero,94060,-122.297533,56,37.22565,2416.68,63,3651.48,2,1234.8,38,0.0,Two Year,0,Bank Withdrawal,Offer B,0,Yes,0,Male,Yes,No Internet,0
29.3,Aromas,95004,-121.629781,70,36.878364,0.0,12,355.9,1,355.9,0,14.0,Month-to-Month,1,Mailed Check,Offer D,2,Yes,1,Female,Yes,DSL,0
54.75,Badger,93603,-118.924982,54,36.64545,977.13,27,2487.43,5,1510.3,36,53.0,Month-to-Month,6,Credit Card,No Offer,3,Yes,2,Male,Yes,DSL,0
60.55,Parlier,93648,-119.521126,57,36.622237,1568.35,35,3550.95,0,1982.6,44,20.0,Month-to-Month,0,Bank Withdrawal,No Offer,4,No,3,Female,No,DSL,0
86.2,Death Valley,92328,-117.033326,40,36.27688,233.82,54,4757.87,7,4524.05,4,12.0,Month-to-Month,2,Bank Withdrawal,Offer B,8,Yes,3,Female,Yes,DSL,0
95.45,La Puente,91744,-117.936436,56,34.031441,5.59,1,101.04,0,95.45,5,2.0,Month-to-Month,0,Bank Withdrawal,No Offer,5,Yes,0,Male,No,Fiber Optic,1
63.95,Riverdale,93656,-119.94575,38,36.452211,69.8,5,387.9,0,318.1,13,5.0,Month-to-Month,0,Credit Card,Offer E,4,Yes,2,Male,No,DSL,0
65.35,San Francisco,94104,-122.402241,61,37.791222,794.01,19,2085.86,0,1231.85,41,6.0,One Year,0,Bank Withdrawal,No Offer,5,Yes,2,Male,No,DSL,0
50.2,Berry Creek,95916,-121.37778,35,39.657228,0.0,52,2526.99,1,2554.0,0,17.0,Two Year,2,Credit Card,No Offer,5,No,3,Male,Yes,DSL,0
63.8,Fulton,95439,-122.777141,61,38.493888,0.0,72,4684.3,8,4684.3,0,22.0,Two Year,3,Bank Withdrawal,No Offer,8,Yes,4,Female,Yes,DSL,0
20.05,Capitola,95010,-121.952864,50,36.977025,477.12,32,1081.84,0,614.45,14,0.0,Two Year,0,Bank Withdrawal,No Offer,0,Yes,0,Male,No,No Internet,0
101.15,San Diego,92109,-117.232376,47,32.787836,135.04,8,977.94,1,842.9,16,6.0,Month-to-Month,0,Bank Withdrawal,No Offer,6,No,2,Female,Yes,Fiber Optic,1
65.0,Claremont,91711,-117.717863,35,34.127621,1539.55,41,4211.35,0,2531.8,37,30.0,One Year,0,Mailed Check,Offer B,5,No,1,Male,No,DSL,0
19.25,Glendale,91207,-118.262922,32,34.182378,105.05,5,191.1,0,86.05,21,0.0,Month-to-Month,0,Credit Card,No Offer,0,Yes,0,Male,No,No Internet,0
36.05,Gardena,90248,-118.284077,54,33.876482,0.0,11,502.6,0,402.6,0,17.0,One Year,1,Credit Card,No Offer,3,Yes,2,Female,No,DSL,0
96.1,Fallbrook,92028,-117.299644,61,33.362575,155.45,5,608.85,0,453.4,31,11.0,Month-to-Month,0,Bank Withdrawal,No Offer,5,Yes,1,Male,No,Fiber Optic,1
19.05,San Francisco,94134,-122.413573,62,37.721052,664.16,16,990.81,0,326.65,41,0.0,One Year,0,Credit Card,Offer D,0,No,0,Female,No,No Internet,0
105.75,San Diego,92126,-117.152162,80,32.886925,433.1,71,7815.95,0,7382.85,6,9.0,One Year,0,Bank Withdrawal,No Offer,6,No,2,Male,No,Fiber Optic,0
40.4,Santa Ana,92703,-117.906125,23,33.748635,0.0,11,422.6,0,422.6,0,59.0,One Year,0,Credit Card,No Offer,4,Yes,3,Female,No,DSL,0
99.15,Snelling,95369,-120.426843,63,37.521708,3009.13,61,9019.18,1,6010.05,49,7.0,Month-to-Month,0,Bank Withdrawal,No Offer,6,Yes,1,Female,Yes,Fiber Optic,1
84.8,Darwin,93522,-117.593053,50,36.319181,1637.26,71,7683.36,2,6046.1,23,6.0,One Year,0,Bank Withdrawal,No Offer,8,Yes,4,Female,Yes,Cable,0
19.85,San Bernardino,92404,-117.221722,56,34.183286,366.66,9,545.46,0,178.8,40,0.0,Month-to-Month,0,Credit Card,No Offer,0,No,0,Male,No,No Internet,0
49.45,Garberville,95542,-123.679461,63,40.057784,234.96,6,549.56,0,314.6,39,8.0,Month-to-Month,0,Bank Withdrawal,No Offer,2,Yes,1,Female,No,DSL,0
88.8,Long Beach,90807,-118.182239,58,33.830099,990.34,26,3314.69,0,2274.35,38,22.0,Month-to-Month,0,Bank Withdrawal,No Offer,4,Yes,0,Female,No,Fiber Optic,1
55.15,Upland,91784,-117.655583,29,34.141146,41.88,6,364.78,0,322.9,6,30.0,Month-to-Month,0,Mailed Check,Offer E,3,No,2,Female,No,Cable,0
84.8,El Dorado Hills,95762,-121.055634,54,38.684437,336.27,11,1225.02,0,888.75,30,15.0,Month-to-Month,0,Bank Withdrawal,No Offer,4,No,1,Male,No,Fiber Optic,0
80.55,Santa Rosa,95403,-122.752839,25,38.488431,43.67,1,124.22,1,80.55,43,73.0,Month-to-Month,0,Bank Withdrawal,No Offer,3,Yes,0,Male,Yes,Fiber Optic,1
20.15,Malibu,90265,-118.831181,31,34.074572,138.18,49,1111.53,10,973.35,2,0.0,Two Year,0,Bank Withdrawal,No Offer,0,Yes,0,Female,Yes,No Internet,0
58.7,Santa Rosa,95401,-122.790335,25,38.460517,34.41,3,203.01,9,168.6,11,51.0,Month-to-Month,2,Credit Card,Offer E,3,Yes,1,Female,Yes,DSL,0
99.5,Riverdale,93656,-119.94575,46,36.452211,2309.21,53,7733.46,0,5424.25,43,13.0,Two Year,0,Credit Card,Offer B,7,No,4,Female,No,Fiber Optic,0
99.85,Oxnard,93035,-119.224666,28,34.18454,872.85,23,3204.15,1,2331.3,37,27.0,Month-to-Month,0,Bank Withdrawal,No Offer,6,Yes,2,Male,Yes,Fiber Optic,1
45.35,Palmdale,93591,-117.79593,63,34.598221,50.98,2,140.48,0,89.5,25,9.0,Month-to-Month,0,Bank Withdrawal,No Offer,1,No,0,Male,No,DSL,1
48.55,Covina,91723,-117.886844,37,34.084747,11.35,1,59.9,0,48.55,11,9.0,Month-to-Month,0,Credit Card,No Offer,2,Yes,1,Male,No,DSL,1
26.4,San Lucas,93954,-120.864443,44,36.125529,101.61,3,222.86,0,121.25,33,0.0,Two Year,1,Credit Card,No Offer,1,Yes,0,Male,No,No Internet,0
100.2,Palmdale,93591,-117.79593,74,34.598221,1450.44,68,8302.09,1,6851.65,21,24.0,Month-to-Month,0,Bank Withdrawal,No Offer,6,Yes,1,Female,Yes,Cable,1
94.7,Hoopa,95546,-123.704841,44,41.163637,155.92,8,976.22,0,740.3,19,10.0,Month-to-Month,0,Bank Withdrawal,No Offer,5,Yes,1,Male,No,Fiber Optic,1
97.65,Long Beach,90802,-118.210737,21,33.752524,1166.2,70,8228.7,9,6982.5,16,26.0,One Year,0,Bank Withdrawal,Offer A,6,Yes,1,Female,Yes,Fiber Optic,0
100.0,Samoa,95564,-124.189977,62,40.809636,674.31,39,4509.86,9,3835.55,17,75.0,One Year,3,Bank Withdrawal,Offer C,6,No,1,Male,Yes,Fiber Optic,0
70.1,Burnt Ranch,95527,-123.450097,43,40.854512,17.37,1,87.47,0,70.1,17,25.0,Month-to-Month,0,Bank Withdrawal,No Offer,1,Yes,0,Female,No,Fiber Optic,1
97.9,Garden Grove,92844,-117.969795,40,33.766476,90.54,3,405.84,0,315.3,30,7.0,Month-to-Month,0,Bank Withdrawal,No Offer,6,Yes,2,Female,No,Fiber Optic,1
102.5,Milford,96121,-120.392967,48,40.181279,1153.2,60,7310.8,8,6157.6,19,4.0,One Year,0,Bank Withdrawal,Offer B,7,No,2,Male,Yes,Fiber Optic,0
69.95,Anderson,96007,-122.306657,55,40.448632,85.4,5,415.55,1,330.15,17,10.0,Month-to-Month,0,Bank Withdrawal,Offer E,1,No,0,Female,Yes,Fiber Optic,1
81.35,San Diego,92122,-117.209774,77,32.85723,27.66,3,261.36,0,233.7,9,14.0,Month-to-Month,0,Bank Withdrawal,Offer E,3,Yes,1,Male,No,Fiber Optic,1
66.05,San Diego,92123,-117.134694,41,32.808814,1945.9,55,5513.47,0,3462.1,35,13.0,One Year,0,Credit Card,No Offer,5,Yes,3,Female,Yes,Cable,0
61.2,Santa Margarita,93453,-120.256567,43,35.303926,0.0,72,4390.25,0,4390.25,0,6.0,Two Year,0,Credit Card,No Offer,7,Yes,3,Male,No,DSL,0
74.4,Orange,92869,-117.789749,69,33.792791,379.44,72,5880.19,7,5360.75,5,9.0,Two Year,0,Bank Withdrawal,Offer A,6,No,4,Male,Yes,DSL,0
106.3,Los Angeles,90033,-118.210946,63,34.050198,427.63,41,5001.08,0,4443.45,10,22.0,Month-to-Month,0,Bank Withdrawal,No Offer,7,Yes,2,Female,No,Fiber Optic,1
39.6,San Jose,95111,-121.827673,38,37.284265,0.0,60,2386.04,0,2424.5,0,25.0,Two Year,0,Bank Withdrawal,Offer B,4,No,3,Male,No,DSL,0
89.3,San Diego,92109,-117.232376,43,32.787836,15.6,6,593.2,0,577.6,2,22.0,Month-to-Month,0,Bank Withdrawal,No Offer,4,No,0,Female,No,Fiber Optic,1
108.9,Ione,95640,-120.954202,29,38.33788,92.0,46,4946.3,6,4854.3,2,48.0,Two Year,0,Credit Card,No Offer,8,Yes,3,Female,Yes,Fiber Optic,0
19.9,San Mateo,94404,-122.272437,46,37.556094,41.1,15,361.55,0,320.45,2,0.0,Month-to-Month,0,Mailed Check,No Offer,0,No,0,Female,No,No Internet,0
102.1,San Diego,92117,-117.199424,33,32.825086,203.58,58,6188.98,1,5885.4,3,28.0,Month-to-Month,0,Credit Card,No Offer,7,Yes,2,Female,Yes,Fiber Optic,1
19.6,Los Angeles,90034,-118.399613,60,34.030578,782.92,23,1209.57,10,426.65,34,0.0,Two Year,3,Credit Card,No Offer,0,No,0,Male,Yes,No Internet,0
98.9,San Francisco,94130,-122.369725,70,37.820894,1486.45,31,4397.75,1,2911.3,47,21.0,Month-to-Month,0,Bank Withdrawal,Offer C,5,Yes,2,Female,Yes,Fiber Optic,1
45.9,Santa Cruz,95062,-121.991149,54,36.974575,142.45,11,664.35,1,521.9,12,6.0,Month-to-Month,0,Bank Withdrawal,Offer D,1,Yes,0,Male,Yes,Cable,0
99.9,Winchester,92596,-117.04254,80,33.657433,970.48,56,6676.78,0,5706.3,17,16.0,Two Year,0,Bank Withdrawal,No Offer,6,Yes,3,Female,No,Fiber Optic,0
20.05,El Cajon,92021,-116.873258,41,32.832706,321.75,25,793.45,0,471.7,12,0.0,Month-to-Month,3,Credit Card,Offer C,0,No,0,Female,No,No Internet,0
-8.0,Sherman Oaks,91403,-118.463365,38,34.147149,0.0,68,4669.6,0,4539.6,0,28.0,Two Year,0,Credit Card,Offer A,8,No,4,Female,No,DSL,0
19.65,Norco,92860,-117.559639,48,33.925833,1041.2,40,1871.45,0,830.25,26,0.0,Two Year,0,Credit Card,No Offer,0,No,0,Female,No,No Internet,0
84.9,Thornton,95686,-121.520223,46,38.157794,887.76,36,3954.96,0,3067.2,24,22.0,Month-to-Month,0,Bank Withdrawal,No Offer,4,Yes,0,Male,No,Fiber Optic,1
108.15,Lake Hughes,93532,-118.584212,22,34.659579,886.08,32,4318.98,0,3432.9,27,73.0,Month-to-Month,0,Credit Card,Offer C,8,Yes,3,Male,No,Fiber Optic,1
86.85,Paramount,90723,-118.164432,28,33.897122,717.81,71,6981.61,10,6263.8,10,59.0,Two Year,3,Bank Withdrawal,Offer A,9,No,4,Male,Yes,DSL,0
102.55,San Juan Capistrano,92675,-117.602555,58,33.521447,171.87,17,1914.37,2,1742.5,10,2.0,Month-to-Month,0,Bank Withdrawal,Offer D,7,Yes,2,Male,Yes,Fiber Optic,0
78.2,Copperopolis,95228,-120.67108,55,37.943954,572.22,18,2040.97,6,1468.75,31,19.0,Month-to-Month,0,Bank Withdrawal,Offer D,3,No,2,Male,Yes,Fiber Optic,0
91.2,Covina,91724,-117.853935,52,34.08111,434.01,37,3816.31,0,3382.3,11,30.0,Month-to-Month,0,Bank Withdrawal,No Offer,5,No,3,Female,No,Fiber Optic,0
19.35,Colusa,95932,-122.050763,42,39.273096,88.68,2,135.03,0,46.35,44,0.0,Month-to-Month,0,Credit Card,No Offer,0,No,0,Male,No,No Internet,0
70.4,Cypress,90630,-118.038307,56,33.818477,362.32,28,2354.52,6,1992.2,12,24.0,One Year,2,Bank Withdrawal,Offer C,1,Yes,0,Female,Yes,Fiber Optic,0
39.55,Sacramento,95814,-121.491956,34,38.584505,0.0,9,373.0,0,373.0,0,19.0,One Year,0,Credit Card,Offer E,4,No,3,Male,No,Cable,0
50.15,Lancaster,93534,-118.153098,63,34.727529,38.33,1,138.48,0,50.15,38,24.0,Month-to-Month,0,Bank Withdrawal,Offer E,2,No,1,Female,No,DSL,0
20.4,Orange,92867,-117.821288,59,33.81859,1524.9,65,2939.35,1,1414.45,23,0.0,Two Year,0,Credit Card,No Offer,0,Yes,0,Male,Yes,No Internet,0
44.6,Gonzales,93926,-121.396719,62,36.52588,46.77,3,169.47,0,122.7,15,27.0,Month-to-Month,0,Bank Withdrawal,No Offer,1,No,0,Female,No,Cable,0
34.7,Los Angeles,90045,-118.402447,31,33.954017,0.0,1,34.7,0,34.7,0,8.0,Month-to-Month,0,Bank Withdrawal,Offer E,2,Yes,0,Female,No,DSL,1
93.6,San Ysidro,92173,-117.040073,24,32.555828,1487.88,36,4837.37,3,3366.05,41,41.0,Month-to-Month,0,Bank Withdrawal,Offer C,5,Yes,1,Male,Yes,Fiber Optic,0
90.6,Novato,94949,-122.524004,21,38.067204,889.87,23,2828.34,0,1943.2,38,69.0,Month-to-Month,0,Bank Withdrawal,No Offer,5,Yes,1,Male,No,Cable,1
57.95,Gilroy,95020,-121.528955,21,37.03889,936.76,22,2208.56,9,1271.8,42,82.0,Month-to-Month,3,Credit Card,Offer D,5,Yes,3,Male,Yes,DSL,0
112.1,Oak Park,91377,-118.776874,56,34.19225,328.32,72,8275.39,1,7965.95,4,18.0,Two Year,0,Credit Card,No Offer,9,No,4,Female,Yes,Fiber Optic,0
88.25,South San Francisco,94080,-122.426468,31,37.654436,304.47,17,1765.12,7,1460.65,17,9.0,Month-to-Month,0,Bank Withdrawal,No Offer,4,No,1,Female,Yes,Fiber Optic,1
85.8,Vernalis,95385,-121.263381,20,37.609095,31.8,3,304.0,0,272.2,10,73.0,Month-to-Month,0,Bank Withdrawal,No Offer,4,No,1,Female,No,Fiber Optic,1
60.3,San Jose,95117,-121.961786,31,37.311088,998.76,58,4562.56,1,3563.8,17,21.0,One Year,0,Credit Card,Offer B,4,No,3,Male,Yes,Cable,1
81.35,Sunnyvale,94089,-122.009613,60,37.421633,3031.75,67,8430.35,1,5398.6,45,18.0,Two Year,0,Credit Card,No Offer,7,No,3,Male,Yes,DSL,0
99.85,Newport Beach,92660,-117.874882,72,33.634626,1190.0,34,4533.15,0,3343.15,35,12.0,One Year,0,Bank Withdrawal,No Offer,5,Yes,2,Male,No,Fiber Optic,0
20.0,San Francisco,94133,-122.411004,56,37.802071,44.2,10,242.9,0,198.7,4,0.0,Month-to-Month,0,Credit Card,No Offer,0,No,0,Male,No,No Internet,0
85.35,Stanford,94305,-122.165641,42,37.424342,1274.43,69,7171.83,0,5897.4,18,28.0,Two Year,0,Credit Card,Offer A,8,Yes,3,Female,No,DSL,0
62.05,Los Angeles,90041,-118.207607,38,34.137412,0.0,40,2511.55,0,2511.55,0,19.0,One Year,0,Credit Card,No Offer,7,No,3,Male,No,Cable,0
64.4,Turlock,95380,-120.875917,64,37.474396,252.0,20,1650.6,0,1398.6,12,29.0,Month-to-Month,0,Credit Card,Offer D,5,No,2,Male,No,DSL,0
19.4,Beverly Hills,90210,-118.414338,61,34.099891,2185.0,46,3152.85,9,967.85,47,0.0,Two Year,1,Credit Card,No Offer,0,No,0,Female,Yes,No Internet,0
74.4,Riverside,92503,-117.455583,28,33.890046,19.58,2,158.98,1,139.4,9,41.0,Month-to-Month,0,Bank Withdrawal,No Offer,2,Yes,1,Female,Yes,Fiber Optic,1
70.45,Los Alamitos,90720,-118.065591,76,33.79499,15.28,1,85.73,1,70.45,15,30.0,Month-to-Month,2,Mailed Check,Offer E,1,Yes,0,Female,Yes,Fiber Optic,1
105.0,Fresno,93710,-119.761826,44,36.822715,473.76,72,8063.56,7,7589.8,6,7.0,Two Year,0,Credit Card,No Offer,7,Yes,2,Female,Yes,Fiber Optic,0
25.15,Escondido,92025,-117.033814,28,33.081478,85.4,70,1875.55,0,1790.15,1,0.0,Two Year,3,Credit Card,No Offer,1,No,0,Male,Yes,No Internet,0
19.3,Gardena,90247,-118.297967,34,33.890853,99.82,2,144.22,0,44.4,49,0.0,Month-to-Month,0,Credit Card,No Offer,0,No,0,Female,No,No Internet,0
55.3,Encinitas,92024,-117.25665,25,33.054579,36.34,23,1320.54,0,1284.2,1,47.0,Month-to-Month,3,Bank Withdrawal,Offer D,4,Yes,2,Male,No,DSL,0
95.4,Sacramento,95829,-121.334051,58,38.486502,1460.88,36,4935.08,4,3474.2,40,12.0,Month-to-Month,0,Bank Withdrawal,Offer C,5,Yes,0,Male,Yes,Fiber Optic,0
93.85,South Dos Palos,93665,-120.653519,70,36.959731,636.02,59,6202.64,0,5574.75,10,15.0,Month-to-Month,0,Bank Withdrawal,No Offer,4,Yes,0,Male,Yes,Fiber Optic,1
20.5,Orick,95555,-124.044354,24,41.336354,3169.77,67,4600.72,0,1430.95,47,0.0,Two Year,0,Bank Withdrawal,Offer A,0,No,0,Male,No,No Internet,0
105.55,San Jose,95118,-121.889838,22,37.255479,599.76,72,8152.01,4,7542.25,8,59.0,Two Year,3,Bank Withdrawal,No Offer,7,Yes,2,Male,Yes,Fiber Optic,0
101.9,El Monte,91732,-118.01462,22,34.074492,889.48,37,4434.83,0,3545.35,24,59.0,Month-to-Month,0,Bank Withdrawal,No Offer,7,Yes,2,Female,No,Fiber Optic,1
24.45,Spreckels,93962,-121.647195,36,36.624641,1480.32,72,3189.42,4,1709.1,20,0.0,Two Year,1,Bank Withdrawal,Offer A,1,No,0,Female,Yes,No Internet,0
19.7,Beverly Hills,90212,-118.401508,23,34.062095,2013.84,72,3435.74,10,1421.9,27,0.0,Two Year,0,Credit Card,Offer A,0,No,0,Male,Yes,No Internet,0
74.4,La Habra,90631,-117.9513,21,33.940619,43.8,3,264.61,0,229.55,14,71.0,Month-to-Month,2,Bank Withdrawal,Offer E,3,Yes,0,Male,No,Fiber Optic,1
101.5,Visalia,93277,-119.375646,75,36.303793,1808.46,54,7181.56,0,5373.1,33,8.0,One Year,0,Credit Card,Offer B,6,Yes,1,Female,Yes,Fiber Optic,1
95.75,San Francisco,94114,-122.434801,59,37.758085,2113.2,60,7856.1,1,5742.9,35,16.0,Month-to-Month,0,Bank Withdrawal,No Offer,5,Yes,2,Male,Yes,Fiber Optic,1
110.65,Whittier,90602,-118.020188,35,33.972119,2201.1,58,8727.75,8,6526.65,37,18.0,One Year,0,Credit Card,Offer B,8,Yes,3,Female,Yes,Fiber Optic,0
83.85,Long Beach,90822,-118.118648,64,33.778436,372.93,31,3035.71,1,2674.15,12,9.0,Month-to-Month,0,Bank Withdrawal,Offer C,4,Yes,1,Female,Yes,Fiber Optic,0
60.25,Stockton,95215,-121.139499,62,37.946282,60.3,3,300.8,0,170.5,20,29.0,Month-to-Month,0,Bank Withdrawal,No Offer,3,Yes,0,Female,No,DSL,0
59.2,Essex,92332,-115.287901,20,34.9436,675.4,55,3851.25,0,3175.85,12,48.0,Two Year,0,Bank Withdrawal,No Offer,4,Yes,3,Male,No,DSL,0
44.4,Los Gatos,95030,-121.988727,58,37.222842,26.53,1,70.93,0,44.4,26,30.0,Month-to-Month,0,Credit Card,Offer E,1,No,0,Female,No,DSL,1
85.3,Grass Valley,95949,-121.137962,44,39.099204,696.29,49,4994.24,1,4297.95,14,23.0,Month-to-Month,0,Credit Card,Offer B,3,Yes,1,Male,Yes,Fiber Optic,0
25.5,San Diego,92117,-117.199424,40,32.825086,0.0,8,215.2,0,215.2,0,16.0,Month-to-Month,0,Mailed Check,No Offer,1,No,0,Male,No,DSL,1
99.75,Visalia,93291,-119.372842,72,36.391777,391.17,39,4427.17,0,4036.0,10,13.0,Two Year,0,Bank Withdrawal,No Offer,5,Yes,1,Female,No,Fiber Optic,0
66.1,San Jose,95112,-121.883119,43,37.343827,2488.86,66,6917.31,9,4428.45,37,15.0,Two Year,0,Credit Card,Offer A,5,Yes,3,Male,Yes,DSL,0
20.55,Fresno,93722,-119.929894,23,36.78979,519.45,15,815.4,7,295.95,34,0.0,One Year,0,Credit Card,No Offer,0,No,0,Female,Yes,No Internet,0
98.85,San Diego,92117,-117.199424,34,32.825086,2433.72,51,7511.27,1,4947.55,47,23.0,One Year,0,Bank Withdrawal,Offer B,6,Yes,1,Female,Yes,Fiber Optic,0
49.2,Snelling,95369,-120.426843,74,37.521708,63.99,9,511.89,0,447.9,7,12.0,Two Year,0,Mailed Check,No Offer,2,No,1,Male,No,DSL,0
20.9,Encino,91316,-118.518292,54,34.150354,15.51,1,36.41,0,20.9,15,0.0,Month-to-Month,0,Credit Card,Offer E,0,No,0,Female,No,No Internet,1
19.5,Bellflower,90706,-118.127289,29,33.887676,89.5,25,605.8,0,516.3,3,0.0,One Year,0,Bank Withdrawal,Offer C,0,Yes,0,Male,No,No Internet,0
87.0,Sonora,95370,-120.343732,56,37.982716,1070.96,22,2921.61,9,1850.65,48,18.0,Month-to-Month,0,Bank Withdrawal,No Offer,3,Yes,1,Male,Yes,Fiber Optic,0
49.0,Highland,92346,-117.154277,40,34.129677,176.25,15,925.5,0,749.25,11,28.0,Month-to-Month,0,Bank Withdrawal,No Offer,2,Yes,0,Male,No,DSL,0
90.1,Novato,94949,-122.524004,37,38.067204,512.68,28,3111.63,1,2598.95,18,13.0,One Year,0,Bank Withdrawal,No Offer,4,Yes,0,Female,Yes,Fiber Optic,1
90.7,Temecula,92592,-117.029473,47,33.507255,16.17,3,253.82,0,237.65,5,10.0,Month-to-Month,0,Credit Card,No Offer,4,No,0,Male,No,Fiber Optic,0
100.5,Los Angeles,90071,-118.255178,34,34.052917,1793.05,47,6500.15,3,4707.1,38,14.0,Month-to-Month,0,Bank Withdrawal,Offer B,6,Yes,1,Female,Yes,Fiber Optic,0
85.25,Long Beach,90805,-118.179626,21,33.864622,583.57,67,6296.46,0,5714.2,8,41.0,Two Year,0,Mailed Check,Offer A,8,Yes,3,Female,No,DSL,0
